"rep","setting","mech","n","cens","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
15,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9535,0,0.0535,0.492202233202457,0.452778188162561,-0.989487293133603,0.944,NA,NA,NA,NA,NA
15,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9015,0,0.00149999999999995,0.652773629298689,0.5467115332028,-0.622243300406579,0.874,NA,NA,NA,NA,NA
15,"C","C2",600,0.6,"KM de-censoring",NA,0.946,0,0.0459999999999999,0.579060048080761,0.456238342887918,-0.906853267385852,0.926,NA,NA,NA,NA,NA
15,"C","C2",600,0.6,"Oracle",NA,0.9065,0,0.00649999999999995,0.668625655315601,0.566620663308283,-0.639954012834823,0.884,NA,NA,NA,NA,NA
16,"C","C2",600,0.6,"H-IPCW",0.11,0.9205,0,0.0205,0.549909035413231,0.45794631899722,-0.794778061759983,0.872,12.3032563191945,16.1164031749872,58.2091841936932,1.77091160261392,NA
16,"C","C2",600,0.6,"Clip-IPCW",0.1,0.931,0,0.031,0.517052273594361,0.430584278804858,-0.856386957286217,0.89,3.22688751393174,4.71800341708277,77.9164151213116,1.44531232381735,0.101123595505618
16,"C","C2",600,0.6,"H-AIPCW",0.12,0.9115,0,0.0115,0.581912813713944,0.484598022320846,-0.738210304255887,0.856,12.3032563191945,16.1164031749872,58.2091841936932,1.77091160261392,NA
16,"C","C2",600,0.6,"Clip-AIPCW",0.11,0.9205,0,0.0205,0.549909035413231,0.45794631899722,-0.794778061759983,0.872,3.22688751393174,4.71800341708277,77.9164151213116,1.44531232381735,0.101123595505618
16,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.987,0,0.087,0.317844731573227,0.245720616020978,-3.94968652873313,0.972,NA,NA,NA,NA,NA
16,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9185,0,0.0185,0.570147596212446,0.472543177788222,-0.774753629599696,0.88,NA,NA,NA,NA,NA
16,"C","C2",600,0.6,"KM de-censoring",NA,0.969,0,0.069,0.468271895063584,0.359266366321771,-1.58718453958862,0.952,NA,NA,NA,NA,NA
16,"C","C2",600,0.6,"Oracle",NA,0.8955,0.00450000000000006,0.00450000000000006,0.653652580967584,0.58059041708162,-0.664673213358149,0.882,NA,NA,NA,NA,NA
17,"C","C2",600,0.6,"H-IPCW",0.1,0.9225,0,0.0225,0.550849900802402,0.467125109233745,-0.753347959681736,0.88,17.7082782580351,16.8394239827248,57.315811558416,1.7890394917873,NA
17,"C","C2",600,0.6,"Clip-IPCW",0.09,0.934,0,0.034,0.516166927748126,0.437713671466524,-0.818380102833365,0.896,4.68705475375042,5.05275365615136,82.5264154044867,1.38424841953451,0.104761904761905
17,"C","C2",600,0.6,"H-AIPCW",0.11,0.9105,0,0.0105,0.584422891195937,0.49559527285189,-0.69418546985317,0.858,17.7082782580351,16.8394239827248,57.315811558416,1.7890394917873,NA
17,"C","C2",600,0.6,"Clip-AIPCW",0.07,0.958,0,0.0579999999999999,0.442581807503215,0.375312902614044,-0.972184996312776,0.938,4.68705475375042,5.05275365615136,82.5264154044867,1.38424841953451,0.104761904761905
17,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.963,0,0.0629999999999999,0.467155833123234,0.342124579336671,-2.25507512652461,0.928,NA,NA,NA,NA,NA
17,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.917,0,0.017,0.612433122713849,0.49910207246186,-0.714427816511384,0.9,NA,NA,NA,NA,NA
17,"C","C2",600,0.6,"KM de-censoring",NA,0.964,0,0.0639999999999999,0.484272145006573,0.331654959355738,-2.41655321836747,0.93,NA,NA,NA,NA,NA
17,"C","C2",600,0.6,"Oracle",NA,0.8965,0.00350000000000006,0.00350000000000006,0.671666059541378,0.559453202451063,-0.650112067848407,0.882,NA,NA,NA,NA,NA
18,"C","C2",600,0.6,"H-IPCW",0.49,0.399,0.501,0.501,2.0379506901703,1.60598115459129,0.479025455046616,0.323152709359606,1787.7958178405,208.305515837688,1.32645841431799,13.4419411479938,NA
18,"C","C2",600,0.6,"Clip-IPCW",0.12,0.86,0.04,0.04,0.745660835960369,0.587608550121038,-0.526403709900092,0.813793103448276,4.1473967825343,4.65919462645838,84.0100518700348,1.3654925995924,0.107843137254902
18,"C","C2",600,0.6,"H-AIPCW",0.01,0.9985,0,0.0985,0.160031451656201,0.126110752699453,-2.06530419447023,0.996,1787.7958178405,208.305515837688,1.32645841431799,13.4419411479938,NA
18,"C","C2",600,0.6,"Clip-AIPCW",0.08,0.9245,0,0.0245,0.575766401700667,0.45372539926412,-0.784972537403224,0.89,4.1473967825343,4.65919462645838,84.0100518700348,1.3654925995924,0.107843137254902
18,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.941,0,0.0409999999999999,0.572279545798769,0.445477236460663,-1.31200817115317,0.9,NA,NA,NA,NA,NA
18,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.87,0.03,0.03,0.733011725174852,0.587643226577494,-0.546271257653731,0.840394088669951,NA,NA,NA,NA,NA
18,"C","C2",600,0.6,"KM de-censoring",NA,0.952,0,0.0519999999999999,0.548685235597755,0.354051077675766,-2.9670213333366,0.878,NA,NA,NA,NA,NA
18,"C","C2",600,0.6,"Oracle",NA,0.906,0,0.00600000000000001,0.666470964762466,0.561717671848906,-0.65138977227433,0.892,NA,NA,NA,NA,NA
19,"C","C2",600,0.6,"H-IPCW",0.06,0.952,0,0.0519999999999999,0.482028142358086,0.347808775545308,-1.04892897947971,0.936,21.2586039940134,24.7441483239343,36.3060518029905,2.37359283305704,NA
19,"C","C2",600,0.6,"Clip-IPCW",0.08,0.9335,0,0.0335,0.573520536464946,0.413825372440133,-0.875137733526608,0.914,2.91757354096386,4.31717931529243,85.6561636248056,1.34515399622647,0.103092783505155
19,"C","C2",600,0.6,"H-AIPCW",0.09,0.918,0,0.018,0.616186774660639,0.44461131782368,-0.803381355267008,0.89,21.2586039940134,24.7441483239343,36.3060518029905,2.37359283305704,NA
19,"C","C2",600,0.6,"Clip-AIPCW",0.08,0.9335,0,0.0335,0.573520536464946,0.413825372440133,-0.875137733526608,0.914,2.91757354096386,4.31717931529243,85.6561636248056,1.34515399622647,0.103092783505155
19,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.966,0,0.0659999999999999,0.472818257433114,0.36944886655158,-2.15902122653143,0.938,NA,NA,NA,NA,NA
19,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.906,0,0.00600000000000001,0.626133580755228,0.50896928076254,-0.71363950462048,0.886,NA,NA,NA,NA,NA
19,"C","C2",600,0.6,"KM de-censoring",NA,0.9715,0,0.0715,0.44760514481291,0.240866269949585,-4.95710296721105,0.916,NA,NA,NA,NA,NA
19,"C","C2",600,0.6,"Oracle",NA,0.893,0.00700000000000001,0.00700000000000001,0.666047451794757,0.566675778239803,-0.655454672586588,0.881390593047035,NA,NA,NA,NA,NA
20,"C","C2",600,0.6,"H-IPCW",0.12,0.9025,0,0.00249999999999995,0.605264956049745,0.522932340070018,-0.644273620599105,0.87,65.8481596896195,65.7890643028955,12.1342917787768,4.342491128129,NA
20,"C","C2",600,0.6,"Clip-IPCW",0.08,0.9445,0,0.0445,0.467147729828044,0.403602840500976,-0.903294381038245,0.912,3.06196983130268,4.38174039304732,81.0911812137048,1.40279386154632,0.108695652173913
20,"C","C2",600,0.6,"H-AIPCW",0.13,0.891,0.00900000000000001,0.00900000000000001,0.637512233828924,0.550793104618508,-0.592366459476058,0.86,65.8481596896195,65.7890643028955,12.1342917787768,4.342491128129,NA
20,"C","C2",600,0.6,"Clip-AIPCW",0.09,0.936,0,0.036,0.50336056974668,0.434889742096642,-0.828633174888038,0.906,3.06196983130268,4.38174039304732,81.0911812137048,1.40279386154632,0.108695652173913
20,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9615,0,0.0615,0.462694398446296,0.408084389798582,-1.15158964671148,0.944,NA,NA,NA,NA,NA
20,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.921,0,0.021,0.562489184650529,0.49673159042695,-0.719174573061701,0.892,NA,NA,NA,NA,NA
20,"C","C2",600,0.6,"KM de-censoring",NA,0.9585,0,0.0585,0.508658668220162,0.413087372457147,-1.08705584364542,0.938,NA,NA,NA,NA,NA
20,"C","C2",600,0.6,"Oracle",NA,0.913,0,0.013,0.674541993771824,0.576415762542829,-0.62841419544606,0.904,NA,NA,NA,NA,NA
21,"C","C2",600,0.6,"H-IPCW",0.11,0.915,0,0.015,0.61484432605187,0.490916166813674,-0.738196045098447,0.874,5.40548862733948,7.96660353168063,73.2699106603585,1.51164854655446,NA
21,"C","C2",600,0.6,"Clip-IPCW",0.11,0.915,0,0.015,0.61484432605187,0.490916166813674,-0.738196045098447,0.874,3.09875678022029,4.73868035178093,77.5564823735403,1.45026982683963,0.102272727272727
21,"C","C2",600,0.6,"H-AIPCW",0.11,0.915,0,0.015,0.61484432605187,0.490916166813674,-0.738196045098447,0.874,5.40548862733948,7.96660353168063,73.2699106603585,1.51164854655446,NA
21,"C","C2",600,0.6,"Clip-AIPCW",0.11,0.915,0,0.015,0.61484432605187,0.490916166813674,-0.738196045098447,0.874,3.09875678022029,4.73868035178093,77.5564823735403,1.45026982683963,0.102272727272727
21,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.968,0,0.0679999999999999,0.403431897324572,0.321898553127075,-2.92230085460705,0.926,NA,NA,NA,NA,NA
21,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.913,0,0.013,0.632921931023656,0.507549281133708,-0.712973611762054,0.88,NA,NA,NA,NA,NA
21,"C","C2",600,0.6,"KM de-censoring",NA,0.956,0,0.0559999999999999,0.503015443428682,0.3449696608417,-2.34500724891489,0.882,NA,NA,NA,NA,NA
21,"C","C2",600,0.6,"Oracle",NA,0.897,0.003,0.003,0.65913493750576,0.568527799885047,-0.646097454129348,0.88,NA,NA,NA,NA,NA
22,"C","C2",600,0.6,"H-IPCW",0.14,0.9015,0,0.00149999999999995,0.625479166766741,0.502597588816631,-0.688713937387855,0.868,13.031017157283,14.5127617404046,54.4362595656148,1.85015916465826,NA
22,"C","C2",600,0.6,"Clip-IPCW",0.13,0.914,0,0.014,0.593181199821073,0.476644877402622,-0.741732043267407,0.88,3.11566621092137,4.18191655624512,86.1353794695088,1.33932282354379,0.103092783505155
22,"C","C2",600,0.6,"H-AIPCW",0.14,0.9015,0,0.00149999999999995,0.625479166766741,0.502597588816631,-0.688713937387855,0.868,13.031017157283,14.5127617404046,54.4362595656148,1.85015916465826,NA
22,"C","C2",600,0.6,"Clip-AIPCW",0.13,0.914,0,0.014,0.593181199821073,0.476644877402622,-0.741732043267407,0.88,3.11566621092137,4.18191655624512,86.1353794695088,1.33932282354379,0.103092783505155
22,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9545,0,0.0545,0.469208794501964,0.398850903947785,-1.05343404936254,0.934,NA,NA,NA,NA,NA
22,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9235,0,0.0235,0.549514700335745,0.458217017567064,-0.810299563257253,0.902,NA,NA,NA,NA,NA
22,"C","C2",600,0.6,"KM de-censoring",NA,0.97,0,0.07,0.45261666205954,0.322418972151055,-1.99622956715483,0.924,NA,NA,NA,NA,NA
22,"C","C2",600,0.6,"Oracle",NA,0.8945,0.00550000000000006,0.00550000000000006,0.663662019727137,0.566155521192684,-0.65529855138702,0.88,NA,NA,NA,NA,NA
23,"C","C2",600,0.6,"H-IPCW",0.11,0.9105,0,0.0105,0.600212303700791,0.496776600851662,-0.710278235026204,0.89,11.5460539698504,13.1352271939412,69.8793115898082,1.56354695157293,NA
23,"C","C2",600,0.6,"Clip-IPCW",0.11,0.9105,0,0.0105,0.600212303700791,0.496776600851662,-0.710278235026204,0.89,3.3141457856547,4.08273895235191,84.1989505127853,1.36313390671731,0.106382978723404
23,"C","C2",600,0.6,"H-AIPCW",0.11,0.9105,0,0.0105,0.600212303700791,0.496776600851662,-0.710278235026204,0.89,11.5460539698504,13.1352271939412,69.8793115898082,1.56354695157293,NA
23,"C","C2",600,0.6,"Clip-AIPCW",0.11,0.9105,0,0.0105,0.600212303700791,0.496776600851662,-0.710278235026204,0.89,3.3141457856547,4.08273895235191,84.1989505127853,1.36313390671731,0.106382978723404
23,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.942,0,0.0419999999999999,0.5080788909506,0.43175522005769,-1.03533750590701,0.922,NA,NA,NA,NA,NA
23,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9025,0,0.00249999999999995,0.625180096750756,0.521306872208984,-0.67344484527943,0.89,NA,NA,NA,NA,NA
23,"C","C2",600,0.6,"KM de-censoring",NA,0.976,0,0.076,0.384210936142379,0.251318572993787,-4.28421810592236,0.946,NA,NA,NA,NA,NA
23,"C","C2",600,0.6,"Oracle",NA,0.897,0.003,0.003,0.672526075085777,0.583757098921942,-0.627451520576238,0.888,NA,NA,NA,NA,NA
24,"C","C2",600,0.6,"H-IPCW",0.13,0.889,0.011,0.011,0.745773267868066,0.557914714085906,-0.599738549667048,0.858,4.86900361925648,6.71622972297002,84.6115150211601,1.35800494338646,NA
24,"C","C2",600,0.6,"Clip-IPCW",0.12,0.9025,0,0.00249999999999995,0.706196106354506,0.528306947621855,-0.654267203240435,0.868,2.60650327343035,3.75066243939715,89.591692783937,1.29840061018069,0.104166666666667
24,"C","C2",600,0.6,"H-AIPCW",0.14,0.8805,0.0195000000000001,0.0195000000000001,0.784624420161038,0.586979351365552,-0.548955015566783,0.848,4.86900361925648,6.71622972297002,84.6115150211601,1.35800494338646,NA
24,"C","C2",600,0.6,"Clip-AIPCW",0.13,0.889,0.011,0.011,0.745773267868066,0.557914714085906,-0.599738549667048,0.858,2.60650327343035,3.75066243939715,89.591692783937,1.29840061018069,0.104166666666667
24,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.975,0,0.075,0.403911176434603,0.352018916898423,-2.7127116154293,0.954,NA,NA,NA,NA,NA
24,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.8915,0.00850000000000006,0.00850000000000006,0.694581467500952,0.547842727588349,-0.626321241861072,0.876,NA,NA,NA,NA,NA
24,"C","C2",600,0.6,"KM de-censoring",NA,0.9615,0,0.0615,0.52227063326265,0.3435675136095,-2.78929375396705,0.906,NA,NA,NA,NA,NA
24,"C","C2",600,0.6,"Oracle",NA,0.9005,0,0.000499999999999945,0.662397095452731,0.577317337347705,-0.65156521758288,0.893660531697341,NA,NA,NA,NA,NA
25,"C","C2",600,0.6,"H-IPCW",0.09,0.9665,0,0.0665,0.412749917849565,0.335380689445936,-1.08167484473489,0.95,6.4632746331136,7.75845126675061,79.1657050981205,1.42832638222396,NA
25,"C","C2",600,0.6,"Clip-IPCW",0.1,0.959,0,0.0589999999999999,0.449432066154638,0.365186835145515,-0.996532018038367,0.944,3.28377380668089,4.14659061634206,86.3051222217658,1.33726685777492,0.102040816326531
25,"C","C2",600,0.6,"H-AIPCW",0.12,0.9435,0,0.0435,0.521423607328658,0.423683691641604,-0.847953951218876,0.932,6.4632746331136,7.75845126675061,79.1657050981205,1.42832638222396,NA
25,"C","C2",600,0.6,"Clip-AIPCW",0.12,0.9435,0,0.0435,0.521423607328658,0.423683691641604,-0.847953951218876,0.932,3.28377380668089,4.14659061634206,86.3051222217658,1.33726685777492,0.102040816326531
25,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9485,0,0.0485,0.508030621045892,0.411958797684229,-0.953392727006881,0.934588701684836,NA,NA,NA,NA,NA
25,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9385,0,0.0385,0.544579154473481,0.437718192802126,-0.827057947143143,0.92835209825998,NA,NA,NA,NA,NA
25,"C","C2",600,0.6,"KM de-censoring",NA,0.959,0,0.0589999999999999,0.506305996648224,0.379762963907531,-1.12795203491015,0.946,NA,NA,NA,NA,NA
25,"C","C2",600,0.6,"Oracle",NA,0.896,0.004,0.004,0.671967383576859,0.555063142536008,-0.635663567830988,0.88,NA,NA,NA,NA,NA
26,"C","C2",600,0.6,"H-IPCW",0.24,0.738,0.162,0.162,1.00187288355026,0.84433634080315,-0.160251561732164,0.688,328.5705850307,139.498342706294,2.9125271530401,9.04119804935331,NA
26,"C","C2",600,0.6,"Clip-IPCW",0.07,0.955,0,0.0549999999999999,0.447537699476574,0.377165955633488,-0.966117193798004,0.936,3.67213480943375,4.50001889625037,85.0878827662699,1.35212084001902,0.1
26,"C","C2",600,0.6,"H-AIPCW",0.06,0.961,0,0.0609999999999999,0.406330322232767,0.342438110726818,-1.06271154223899,0.94,328.5705850307,139.498342706294,2.9125271530401,9.04119804935331,NA
26,"C","C2",600,0.6,"Clip-AIPCW",0.07,0.955,0,0.0549999999999999,0.447537699476574,0.377165955633488,-0.966117193798004,0.936,3.67213480943375,4.50001889625037,85.0878827662699,1.35212084001902,0.1
26,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.972,0,0.072,0.430217336089653,0.359446090680909,-1.54897522943108,0.958677685950413,NA,NA,NA,NA,NA
26,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9415,0,0.0415,0.526919987105588,0.435311872586654,-0.82323295817521,0.924,NA,NA,NA,NA,NA
26,"C","C2",600,0.6,"KM de-censoring",NA,0.97,0,0.07,0.478026508784,0.360819295044982,-1.49290064034992,0.954,NA,NA,NA,NA,NA
26,"C","C2",600,0.6,"Oracle",NA,0.909,0,0.00900000000000001,0.66752093865856,0.570134746149385,-0.64121831311652,0.898,NA,NA,NA,NA,NA
27,"C","C2",600,0.6,"H-IPCW",0.1,0.9305,0,0.0305,0.548748234716799,0.459114090114418,-0.771846266374434,0.874,6.64300703768622,8.15174696703637,74.9246562614718,1.48742609354433,NA
27,"C","C2",600,0.6,"Clip-IPCW",0.1,0.9305,0,0.0305,0.548748234716799,0.459114090114418,-0.771846266374434,0.874,3.11989701609343,4.14230733297203,86.177054341423,1.33881758986065,0.103092783505155
27,"C","C2",600,0.6,"H-AIPCW",0.12,0.9035,0,0.00349999999999995,0.618241743610745,0.517256325635536,-0.652606461980169,0.844,6.64300703768622,8.15174696703637,74.9246562614718,1.48742609354433,NA
27,"C","C2",600,0.6,"Clip-AIPCW",0.1,0.9305,0,0.0305,0.548748234716799,0.459114090114418,-0.771846266374434,0.874,3.11989701609343,4.14230733297203,86.177054341423,1.33881758986065,0.103092783505155
27,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.952,0,0.0519999999999999,0.502497558398792,0.4401550459753,-1.12916638990537,0.942125237191651,NA,NA,NA,NA,NA
27,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9125,0,0.0125,0.613559468697806,0.509113900449401,-0.684809630685342,0.874,NA,NA,NA,NA,NA
27,"C","C2",600,0.6,"KM de-censoring",NA,0.965,0,0.0649999999999999,0.537339681268217,0.384745540831996,-1.7581565818028,0.926,NA,NA,NA,NA,NA
27,"C","C2",600,0.6,"Oracle",NA,0.9085,0,0.00849999999999995,0.676339852663897,0.566383568920561,-0.636879033496386,0.89,NA,NA,NA,NA,NA
29,"C","C2",600,0.6,"H-IPCW",0.1,0.9235,0,0.0235,0.573045955916959,0.474451715964203,-0.754124317008431,0.898,8.14141777865143,9.19548707381093,77.1522295506398,1.4558724857321,NA
29,"C","C2",600,0.6,"Clip-IPCW",0.1,0.9235,0,0.0235,0.573045955916959,0.474451715964203,-0.754124317008431,0.898,3.0037072240115,3.74371112180255,95.2007002477534,1.23586157575213,0.10377358490566
29,"C","C2",600,0.6,"H-AIPCW",0.1,0.9235,0,0.0235,0.573045955916959,0.474451715964203,-0.754124317008431,0.898,8.14141777865143,9.19548707381093,77.1522295506398,1.4558724857321,NA
29,"C","C2",600,0.6,"Clip-AIPCW",0.1,0.9235,0,0.0235,0.573045955916959,0.474451715964203,-0.754124317008431,0.898,3.0037072240115,3.74371112180255,95.2007002477534,1.23586157575213,0.10377358490566
29,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9395,0,0.0395,0.569025881502507,0.466575734515292,-0.885510389655574,0.912,NA,NA,NA,NA,NA
29,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9105,0,0.0105,0.662114898591195,0.527713417593964,-0.653268922567227,0.888,NA,NA,NA,NA,NA
29,"C","C2",600,0.6,"KM de-censoring",NA,0.965,0,0.0649999999999999,0.504132441118902,0.338541819325493,-2.57357680823958,0.914,NA,NA,NA,NA,NA
29,"C","C2",600,0.6,"Oracle",NA,0.894,0.00600000000000001,0.00600000000000001,0.678846340706187,0.578174999281895,-0.619289616150607,0.876,NA,NA,NA,NA,NA
30,"C","C2",600,0.6,"H-IPCW",0.17,0.8545,0.0455,0.0455,0.718867557700036,0.622118426547418,-0.477879971611853,0.814,10.0436932580276,11.3215438986734,65.3892052326142,1.6375296998663,NA
30,"C","C2",600,0.6,"Clip-IPCW",0.16,0.868,0.032,0.032,0.689889171307341,0.597040110029441,-0.519026145491739,0.826,3.79811111542217,4.7165500591885,81.2448367802795,1.40078897366237,0.105263157894737
30,"C","C2",600,0.6,"H-AIPCW",0.16,0.868,0.032,0.032,0.689889171307341,0.597040110029441,-0.519026145491739,0.826,10.0436932580276,11.3215438986734,65.3892052326142,1.6375296998663,NA
30,"C","C2",600,0.6,"Clip-AIPCW",0.16,0.868,0.032,0.032,0.689889171307341,0.597040110029441,-0.519026145491739,0.826,3.79811111542217,4.7165500591885,81.2448367802795,1.40078897366237,0.105263157894737
30,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9225,0,0.0225,0.53079980563453,0.46594275707446,-0.786195991690003,0.894,NA,NA,NA,NA,NA
30,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.9145,0,0.0145,0.559990815510389,0.475276051830674,-0.747848160747855,0.884,NA,NA,NA,NA,NA
30,"C","C2",600,0.6,"KM de-censoring",NA,0.9325,0,0.0325,0.522516464303999,0.43168297338116,-0.863203468863911,0.922695738354807,NA,NA,NA,NA,NA
30,"C","C2",600,0.6,"Oracle",NA,0.8895,0.0105000000000001,0.0105000000000001,0.670942208343281,0.570233698326537,-0.632708051015343,0.882,NA,NA,NA,NA,NA
31,"C","C2",600,0.6,"H-IPCW",0.15,0.851,0.049,0.049,0.823838326633323,0.63271000001484,-0.457204835321082,0.824,15.9255495894151,17.953579493046,46.5455712748666,2.04294571199192,NA
31,"C","C2",600,0.6,"Clip-IPCW",0.13,0.8825,0.0175000000000001,0.0175000000000001,0.748176211822266,0.574601296989502,-0.553540612904648,0.864372469635628,4.58350833633994,5.99117532615705,67.2223471608892,1.60654767932819,0.105882352941176
31,"C","C2",600,0.6,"H-AIPCW",0.16,0.8385,0.0615,0.0615,0.860763790431426,0.661068853256981,-0.413359016934137,0.812,15.9255495894151,17.953579493046,46.5455712748666,2.04294571199192,NA
31,"C","C2",600,0.6,"Clip-AIPCW",0.15,0.851,0.049,0.049,0.823838326633323,0.63271000001484,-0.457204835321082,0.824,4.58350833633994,5.99117532615705,67.2223471608892,1.60654767932819,0.105882352941176
31,"C","C2",600,0.6,"DR-COSARC (fixed)",NA,0.9775,0,0.0775,0.399680033521494,0.324238929698709,-2.48012478261998,0.968,NA,NA,NA,NA,NA
31,"C","C2",600,0.6,"DR-COSARC (adaptive)",NA,0.91,0,0.01,0.621353834043891,0.511794586297476,-0.68402837471609,0.88,NA,NA,NA,NA,NA
31,"C","C2",600,0.6,"KM de-censoring",NA,0.9495,0,0.0495,0.572958158167975,0.41950735217349,-1.04502804484272,0.932,NA,NA,NA,NA,NA
31,"C","C2",600,0.6,"Oracle",NA,0.898,0.002,0.002,0.686010609711661,0.569560803908107,-0.636102552082925,0.884,NA,NA,NA,NA,NA
32,"C","C2",600,0.6,"H-IPCW",0.07,0.9395,0,0.0395,0.478133358026385,0.388200143298773,-0.944051680615355,0.915768854064642,7.62730585491138,9.72437829021706,70.4832498063601,1.55406800489253,NA
32,"C","C2",600,0.6,"Clip-IPCW",0.07,0.9395,0,0.0395,0.478133358026385,0.388200143298773,-0.944051680615355,0.915768854064642,3.28364082933815,4.55660102108826,82.0986387681869,1.38973382870376,0.106382978723404
32,"C","C2",600,0.6,"H-AIPCW",0.09,0.9125,0,0.0125,0.559455190540474,0.454225963303462,-0.786977929737644,0.883447600391773,7.62730585491138,9.72437829021706,70.4832498063601,1.55406800489253,NA
