"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
21,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,3.2414655274658,4.33789488133932,86.6408332915778,1.33321511934448,0.101010101010101
21,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,13.7340138205958,16.1774373832207,59.1161442862679,1.75288539927845,NA
21,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,3.2414655274658,4.33789488133932,86.6408332915778,1.33321511934448,0.101010101010101
22,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.13,0.9275,0,0.0275,0.437025733020315,0.391773837198036,-0.933421052536677,0.898580121703854,7.09964035620866,8.52000017350848,74.2932949716516,1.49658676828373,NA
22,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.12,0.9355,0,0.0355,0.414047538358121,0.371174923187925,-0.987432337343401,0.908722109533469,3.6786219685206,4.64759749438354,81.1807091087404,1.40162513316942,0.104166666666667
22,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.14,0.9145,0,0.0145,0.459571152781448,0.411984788049868,-0.883119353447593,0.879310344827586,7.09964035620866,8.52000017350848,74.2932949716516,1.49658676828373,NA
22,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.13,0.9275,0,0.0275,0.437025733020315,0.391773837198036,-0.933421052536677,0.898580121703854,3.6786219685206,4.64759749438354,81.1807091087404,1.40162513316942,0.104166666666667
23,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.13,0.909,0,0.00900000000000001,0.483138644739004,0.439095584666994,-0.823997603448,0.872,14.3514792784244,16.7021563778858,54.4212358117579,1.85048943419584,NA
23,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.12,0.917,0,0.017,0.45928879302697,0.417419892408153,-0.874622074140321,0.878,4.04183740505303,5.30707847460983,75.3505944970717,1.48130132835129,0.1
23,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.13,0.909,0,0.00900000000000001,0.483138644739004,0.439095584666994,-0.823997603448,0.872,14.3514792784244,16.7021563778858,54.4212358117579,1.85048943419584,NA
23,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.12,0.917,0,0.017,0.45928879302697,0.417419892408153,-0.874622074140321,0.878,4.04183740505303,5.30707847460983,75.3505944970717,1.48130132835129,0.1
